course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Dissertation (CP50003)
          ,
            Just Transition to a Low-Carbon Economy (CP51044)
          ,
            Principles of Sustainability (CP52075)
          ,
            Research Training and Project Planning (GE51011)
          ,
            Analytical Tools for Energy Economics (CP51003)
          ,
            Energy and Climate Science, Policy and Litigation (CP51043)
          ,
            Sustainability and the Just Transition for the Mining Sector (CP51045)
          ,
            Contemporary Issues in Energy Economics (CP52002)
          ,
            International Relations and Energy and Natural Resources (CP52008)
          ,
            The Political Economy of Climate Change and Environment (CP52061)
          ,
            Quantitative Methods in Social Research (GE51013)
          ,
            Qualitative Methods in Social Research (GE52010)
          ,
            International Investment Law (LW51146)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Dissertation (CP50003)
          ,
            Just Transition to a Low-Carbon Economy (CP51044)
          ,
            Principles of Sustainability (CP52075)
          ,
            Research Training and Project Planning (GE51011)
          ,
            International Law of Natural Resources and Energy (CP51007)
          ,
            Energy and Climate Science, Policy and Litigation (CP51043)
          ,
            Sustainability and the Just Transition for the Mining Sector (CP51045)
          ,
            International Relations and Energy and Natural Resources (CP52008)
          ,
            The Political Economy of Climate Change and Environment (CP52061)
          ,
            Quantitative Methods in Social Research (GE51013)
          ,
            Qualitative Methods in Social Research (GE52010)
          ,
            Research in Practice (GE52030)
          ,
            Environmental Regulation (LW51115)
          ,
            International Investment Law (LW51146)
          ,
            International Climate Change Law (LW52140)
          ,
            Environmental Assessment (UP52002)
          ",,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As societies move to become more sustainable and develop low-carbon economies, this course will place you in the fast-growing area of energy, environment, society and governance (EESG) sections of firms, governments and consultancies. The environmental sector is one of the key growth areas in the global economy.,It will give you the necessary skills and knowledge to take up a career in:",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As societies move to become more sustainable and develop low-carbon economies, this course will place you in the fast-growing area of energy, environment, society and governance (EESG) sections of firms, governments and consultancies and international relief organisations.,It will give you the necessary skills and knowledge to take up a wide range of careers in:",
,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As societies move to become more sustainable and develop low-carbon economies, this course will place you in the fast-growing area of energy, environment, society and governance (EESG) sections of firms.,It will give you the necessary skills and knowledge to take up a wide range of careers in:",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Dissertation (CP50003)
          ,
            Just Transition to a Low-Carbon Economy (CP51044)
          ,
            Principles of Sustainability (CP52075)
          ,
            Research Training and Project Planning (GE51011)
          ,
            Legal Frameworks for water resource management (LW51145)
          ,
            Energy and Climate Science, Policy and Litigation (CP51043)
          ,
            The Political Economy of Climate Change and Environment (CP52061)
          ,
            Quantitative Methods in Social Research (GE51013)
          ,
            Qualitative Methods in Social Research (GE52010)
          ,
            International Investment Law (LW51146)
          ",,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Dissertation (CP50003)
          ,
            Just Transition to a Low-Carbon Economy (CP51044)
          ,
            Principles of Sustainability (CP52075)
          ,
            Research Training and Project Planning (GE51011)
          ,
            Renewable Resource Modelling and Assessment (RE52003)
          ,
            Sustainability and the Just Transition for the Mining Sector (CP51045)
          ,
            Economic Regulation and Low Carbon Transition (CP51047)
          ,
            Electricity Policy and Economics (CP52071)
          ,
            International Regulation of the Energy Sector (CP52077)
          ,
            Quantitative Methods in Social Research (GE51013)
          ,
            Sustainability in Contemporary Cities (UP52003)
          ",,
,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As societies move to become more sustainable and develop low-carbon economies, this course will place you in the fast-growing area of energy, environment, society, and governance (EESG) sections of firms.,It will give you the necessary skills and knowledge to take up a wide range of careers in:",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Dissertation (CP50003)
          ,
            Just Transition to a Low-Carbon Economy (CP51044)
          ,
            Principles of Sustainability (CP52075)
          ,
            Research Training and Project Planning (GE51011)
          ,
            Renewable Enery Systems, Applications and Developments (RE51002)
          ,
            Renewable Resource Modelling and Assessment (RE52003)
          ,
            Analytical Tools for Energy Economics (CP51003)
          ",,
,,,,,,,,,,,,,,," £ 18,150"," £ 7,650",Year,2020,Pound Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.5,56,56,56,56,62,21,20,23,20,88,6.5,5.5,5.5,5.5,6.0,6.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"You could have a career in most sectors of the profession including:,Graduates have gone on to secure positions in a variety of sectors including:, ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
            Advanced Structural Analysis II (CE50005)
          ,
            Research Project (CE50007)
          ,
            Concrete : Construction Systems I and II (CE50018)
          ,
            Concrete: Sustainable Use and Environmental Impact Assessment (CE50019)
          ,
            Research Methods and Diploma Project (CE50028)
          ,
            Health and Safety and Environmental Management (CE52002)
          ,
            Concrete: Design for Durability, Assessment and Repair (CE50017)
          ,
            Soil Dynamics and Earthquake Engineering (CE50025)
          ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As societies move to become more sustainable and develop low-carbon economies, this course will place you in the fast-growing area of energy, environment, society and governance (EESG) sections of firms.,It will give you the necessary skills and knowledge to take up a wide range of careers in:",
